age,workclass,occupation,hours.per.week,income,age_groups,Education Level
47,Self-emp-not-inc,Sales,40,>50K,41-50,College Level
31,Private,Craft-repair,40,<=50K,31-40,College Level
53,Self-emp-not-inc,Craft-repair,60,<=50K,51-60,School Level
44,Private,Prof-specialty,45,>50K,41-50,Masters
37,Private,Craft-repair,46,>50K,31-40,School Level
28,Private,Craft-repair,50,>50K,21-30,College Level
57,Private,Adm-clerical,40,<=50K,51-60,School Level
22,Private,Farming-fishing,10,<=50K,21-30,College Level
30,Private,Adm-clerical,55,<=50K,21-30,College Level
20,Private,Craft-repair,40,<=50K,17-20,School Level
28,Private,Adm-clerical,45,<=50K,21-30,College Level
54,Private,Priv-house-serv,10,<=50K,51-60,School Level
20,Private,Handlers-cleaners,35,<=50K,17-20,School Level
34,Private,Exec-managerial,40,<=50K,31-40,School Level
21,Private,Adm-clerical,40,<=50K,17-20,College Level
29,State-gov,Other-service,40,<=50K,21-30,College Level
51,Private,Exec-managerial,40,<=50K,51-60,College Level
39,Private,Machine-op-inspct,70,<=50K,31-40,School Level
19,Private,Adm-clerical,38,<=50K,17-20,College Level
22,Local-gov,Farming-fishing,40,<=50K,21-30,School Level
59,State-gov,Adm-clerical,38,<=50K,51-60,College Level
18,Private,Sales,13,<=50K,17-20,School Level
22,Private,Other-service,20,<=50K,21-30,School Level
42,Local-gov,Craft-repair,40,>50K,41-50,College Level
39,Private,Craft-repair,40,<=50K,31-40,Associate
31,Private,Sales,40,>50K,31-40,College Level
28,Private,Craft-repair,40,<=50K,21-30,School Level
22,Private,Exec-managerial,7,<=50K,21-30,College Level
67,Private,Other-service,40,<=50K,61-70,Masters
17,Private,Sales,25,<=50K,,School Level
47,Federal-gov,Adm-clerical,40,>50K,41-50,Associate
23,Private,Adm-clerical,5,<=50K,21-30,College Level
20,Private,Other-service,40,<=50K,17-20,School Level
22,Private,Sales,40,<=50K,21-30,School Level
47,State-gov,Transport-moving,40,<=50K,41-50,School Level
49,Private,Sales,40,>50K,41-50,College Level
35,State-gov,Exec-managerial,40,<=50K,31-40,College Level
52,Federal-gov,Exec-managerial,40,<=50K,51-60,College Level
29,Private,Sales,40,<=50K,21-30,School Level
73,Self-emp-inc,Sales,40,<=50K,71-80,School Level
38,Self-emp-not-inc,Prof-specialty,50,>50K,31-40,School Level
18,Private,Sales,15,<=50K,17-20,College Level
24,Private,Adm-clerical,40,<=50K,21-30,School Level
33,Local-gov,Prof-specialty,50,<=50K,31-40,College Level
40,Private,Exec-managerial,55,<=50K,31-40,College Level
55,Private,Adm-clerical,40,<=50K,51-60,School Level
44,Private,Prof-specialty,40,<=50K,41-50,School Level
40,Private,Prof-specialty,60,<=50K,31-40,College Level
22,Private,Handlers-cleaners,40,<=50K,21-30,School Level
55,Private,Exec-managerial,40,>50K,51-60,College Level
45,Private,Tech-support,26,<=50K,41-50,School Level
47,Local-gov,Prof-specialty,50,>50K,41-50,College Level
56,Private,Craft-repair,40,<=50K,51-60,School Level
44,Private,Machine-op-inspct,40,<=50K,41-50,School Level
32,State-gov,Adm-clerical,38,<=50K,31-40,College Level
17,Private,Other-service,20,<=50K,,School Level
44,Private,Exec-managerial,50,<=50K,41-50,College Level
35,Private,Sales,60,>50K,31-40,College Level
27,Private,Other-service,40,<=50K,21-30,School Level
32,Private,Prof-specialty,50,<=50K,31-40,School Level
68,Private,Transport-moving,70,<=50K,61-70,School Level
20,Private,Other-service,20,<=50K,17-20,College Level
33,Private,Adm-clerical,40,<=50K,31-40,College Level
24,Private,Handlers-cleaners,12,<=50K,21-30,School Level
48,Private,Craft-repair,45,<=50K,41-50,School Level
45,Private,Prof-specialty,50,<=50K,41-50,Masters
48,Private,Adm-clerical,40,<=50K,41-50,College Level
28,Private,Prof-specialty,45,>50K,21-30,Masters
39,Local-gov,Prof-specialty,40,<=50K,31-40,Masters
23,Private,Other-service,30,<=50K,21-30,College Level
23,State-gov,Exec-managerial,40,<=50K,21-30,School Level
36,Private,Adm-clerical,40,<=50K,31-40,College Level
25,Private,Prof-specialty,40,<=50K,21-30,College Level
52,Private,Other-service,40,<=50K,51-60,School Level
35,Self-emp-not-inc,Craft-repair,40,<=50K,31-40,School Level
41,Private,Exec-managerial,40,<=50K,41-50,School Level
45,Private,Sales,42,>50K,41-50,College Level
58,Private,Prof-specialty,40,<=50K,51-60,Associate
67,Self-emp-not-inc,Adm-clerical,2,<=50K,61-70,School Level
48,Private,Prof-specialty,8,<=50K,41-50,School Level
63,Private,Craft-repair,48,<=50K,61-70,School Level
24,Local-gov,Protective-serv,72,>50K,21-30,College Level
43,Private,Craft-repair,40,>50K,41-50,College Level
36,Private,Transport-moving,60,<=50K,31-40,School Level
32,Private,Transport-moving,72,<=50K,31-40,School Level
36,Private,Craft-repair,40,<=50K,31-40,College Level
43,Private,Adm-clerical,50,<=50K,41-50,College Level
27,Private,Adm-clerical,40,<=50K,21-30,School Level
17,Private,Other-service,12,<=50K,,School Level
45,Private,Sales,46,<=50K,41-50,College Level
41,Self-emp-inc,Craft-repair,40,<=50K,41-50,School Level
41,Self-emp-not-inc,Exec-managerial,38,<=50K,41-50,School Level
48,Local-gov,Adm-clerical,40,<=50K,41-50,Associate
26,Private,Other-service,24,<=50K,21-30,College Level
54,Private,Farming-fishing,60,<=50K,51-60,School Level
22,Private,Sales,48,<=50K,21-30,College Level
19,Private,Transport-moving,35,<=50K,17-20,School Level
47,Private,Handlers-cleaners,40,<=50K,41-50,School Level
32,Private,Other-service,20,<=50K,31-40,School Level
30,Private,Tech-support,40,>50K,21-30,College Level
35,Private,Exec-managerial,40,<=50K,31-40,Masters
73,Self-emp-not-inc,Farming-fishing,18,<=50K,71-80,School Level
17,Private,Other-service,10,<=50K,,School Level
32,Private,Prof-specialty,32,<=50K,31-40,College Level
43,Local-gov,Prof-specialty,40,>50K,41-50,Masters
26,Private,Machine-op-inspct,40,<=50K,21-30,School Level
41,Federal-gov,Exec-managerial,40,>50K,41-50,Masters
52,State-gov,Protective-serv,40,<=50K,51-60,College Level
35,Private,Adm-clerical,32,<=50K,31-40,School Level
57,Private,Other-service,52,<=50K,51-60,School Level
35,Private,Prof-specialty,44,<=50K,31-40,Associate
33,Private,Prof-specialty,40,<=50K,31-40,College Level
56,Private,Transport-moving,40,<=50K,51-60,School Level
42,Private,Sales,60,<=50K,41-50,College Level
17,Private,Adm-clerical,20,<=50K,,College Level
49,Private,Adm-clerical,35,<=50K,41-50,School Level
39,Private,Prof-specialty,45,>50K,31-40,College Level
34,Self-emp-not-inc,Adm-clerical,50,<=50K,31-40,College Level
37,Self-emp-not-inc,Prof-specialty,40,<=50K,31-40,College Level
22,Private,Other-service,35,<=50K,21-30,School Level
27,Private,Craft-repair,40,<=50K,21-30,Associate
21,Private,Sales,25,<=50K,17-20,College Level
26,Private,Craft-repair,40,<=50K,21-30,School Level
48,Private,Exec-managerial,45,>50K,41-50,College Level
39,Private,Exec-managerial,70,<=50K,31-40,College Level
34,Private,Other-service,32,<=50K,31-40,School Level
54,State-gov,Exec-managerial,38,<=50K,51-60,College Level
50,Private,Protective-serv,40,>50K,41-50,School Level
48,Local-gov,Prof-specialty,45,<=50K,41-50,College Level
40,Self-emp-not-inc,Prof-specialty,50,<=50K,31-40,Associate
30,Private,Exec-managerial,70,<=50K,21-30,College Level
31,Private,Craft-repair,60,<=50K,31-40,School Level
46,Local-gov,Adm-clerical,40,<=50K,41-50,Associate
62,Self-emp-inc,Exec-managerial,50,<=50K,61-70,Associate
38,Private,Exec-managerial,40,<=50K,31-40,College Level
24,Private,Other-service,30,<=50K,21-30,College Level
24,Private,Sales,50,<=50K,21-30,College Level
27,Private,Prof-specialty,48,<=50K,21-30,College Level
43,State-gov,Other-service,30,<=50K,41-50,Associate
48,Private,Handlers-cleaners,40,<=50K,41-50,School Level
41,Private,Craft-repair,40,<=50K,41-50,School Level
30,Private,Tech-support,45,<=50K,21-30,College Level
38,Private,Sales,40,>50K,31-40,College Level
45,Private,Prof-specialty,40,>50K,41-50,College Level
45,Private,Prof-specialty,40,<=50K,41-50,College Level
55,Private,Adm-clerical,38,<=50K,51-60,College Level
46,Self-emp-not-inc,Exec-managerial,75,<=50K,41-50,School Level
24,Private,Prof-specialty,40,<=50K,21-30,College Level
31,Local-gov,Adm-clerical,25,<=50K,31-40,College Level
35,Private,Craft-repair,35,<=50K,31-40,School Level
37,Local-gov,Adm-clerical,40,<=50K,31-40,College Level
29,Private,Prof-specialty,45,<=50K,21-30,College Level
56,Private,Exec-managerial,50,>50K,51-60,College Level
33,Private,Machine-op-inspct,40,<=50K,31-40,School Level
44,Private,Sales,40,<=50K,41-50,School Level
21,Private,Craft-repair,40,<=50K,17-20,School Level
21,Private,Adm-clerical,40,<=50K,17-20,School Level
46,Federal-gov,Exec-managerial,40,>50K,41-50,Masters
44,Self-emp-inc,Exec-managerial,50,>50K,41-50,College Level
63,Private,Exec-managerial,40,<=50K,61-70,College Level
44,Private,Adm-clerical,30,<=50K,41-50,School Level
31,Private,Craft-repair,45,<=50K,31-40,College Level
26,Private,Exec-managerial,42,<=50K,21-30,College Level
37,Self-emp-inc,Transport-moving,50,<=50K,31-40,School Level
33,Private,Craft-repair,45,<=50K,31-40,College Level
38,Private,Exec-managerial,40,<=50K,31-40,College Level
26,Private,Sales,35,<=50K,21-30,Associate
46,Self-emp-inc,Exec-managerial,63,<=50K,41-50,Associate
24,Private,Other-service,35,<=50K,21-30,School Level
47,Local-gov,Prof-specialty,35,>50K,41-50,Masters
27,Private,Tech-support,30,<=50K,21-30,College Level
46,Private,Craft-repair,40,<=50K,41-50,College Level
47,Federal-gov,Adm-clerical,40,>50K,41-50,Associate
47,Private,Adm-clerical,40,<=50K,41-50,School Level
51,Private,Transport-moving,40,<=50K,51-60,School Level
36,Private,Sales,40,>50K,31-40,School Level
50,Local-gov,Prof-specialty,40,<=50K,41-50,Masters
29,Private,Prof-specialty,60,<=50K,21-30,Masters
27,Private,Transport-moving,75,<=50K,21-30,School Level
60,Private,Adm-clerical,35,<=50K,51-60,School Level
31,Private,Other-service,40,<=50K,31-40,School Level
46,Private,Craft-repair,40,<=50K,41-50,Associate
40,Local-gov,Adm-clerical,40,<=50K,31-40,School Level
39,Private,Craft-repair,52,>50K,31-40,College Level
69,Self-emp-not-inc,Sales,55,<=50K,61-70,School Level
54,Self-emp-inc,Exec-managerial,40,>50K,51-60,College Level
56,Private,Adm-clerical,40,<=50K,51-60,School Level
47,Federal-gov,Adm-clerical,40,<=50K,41-50,College Level
25,Private,Tech-support,45,<=50K,21-30,Associate
34,Self-emp-not-inc,Transport-moving,60,<=50K,31-40,School Level
24,Self-emp-not-inc,Farming-fishing,50,<=50K,21-30,School Level
29,Local-gov,Prof-specialty,50,<=50K,21-30,Masters
64,Private,Adm-clerical,40,<=50K,61-70,College Level
44,Private,Prof-specialty,40,<=50K,41-50,College Level
26,Private,Craft-repair,60,<=50K,21-30,School Level
36,Private,Other-service,40,<=50K,31-40,School Level
37,Private,Handlers-cleaners,40,>50K,31-40,School Level
37,Private,Machine-op-inspct,65,<=50K,31-40,School Level
33,Private,Transport-moving,60,<=50K,31-40,School Level
19,Private,Adm-clerical,10,<=50K,17-20,College Level
25,Private,Sales,40,<=50K,21-30,College Level
40,Private,Adm-clerical,40,<=50K,31-40,School Level
26,Private,Adm-clerical,40,<=50K,21-30,School Level
29,Private,Prof-specialty,50,>50K,21-30,Masters
45,Local-gov,Prof-specialty,40,<=50K,41-50,College Level
35,State-gov,Adm-clerical,38,<=50K,31-40,College Level
32,Private,Machine-op-inspct,45,<=50K,31-40,College Level
61,Self-emp-not-inc,Other-service,40,<=50K,61-70,School Level
26,State-gov,Prof-specialty,15,<=50K,21-30,College Level
22,Private,Adm-clerical,39,<=50K,21-30,College Level
49,Private,Machine-op-inspct,48,<=50K,41-50,College Level
40,Private,Other-service,12,<=50K,31-40,School Level
37,Private,Exec-managerial,40,<=50K,31-40,School Level
28,Private,Sales,60,>50K,21-30,College Level
27,Private,Machine-op-inspct,40,<=50K,21-30,School Level
34,Self-emp-inc,Sales,40,<=50K,31-40,Associate
49,Private,Handlers-cleaners,45,<=50K,41-50,School Level
41,Private,Craft-repair,40,<=50K,41-50,College Level
28,Private,Adm-clerical,21,<=50K,21-30,College Level
38,Private,Exec-managerial,55,>50K,31-40,College Level
28,Local-gov,Protective-serv,40,<=50K,21-30,School Level
41,Federal-gov,Prof-specialty,40,<=50K,41-50,College Level
50,Private,Prof-specialty,36,>50K,41-50,College Level
73,Self-emp-not-inc,Craft-repair,24,<=50K,71-80,School Level
21,Private,Other-service,40,<=50K,17-20,College Level
38,Private,Adm-clerical,40,<=50K,31-40,School Level
47,Private,Tech-support,40,<=50K,41-50,College Level
24,Private,Sales,45,<=50K,21-30,College Level
44,Private,Exec-managerial,40,>50K,41-50,College Level
61,Self-emp-not-inc,Sales,60,>50K,61-70,College Level
49,Private,Sales,55,<=50K,41-50,College Level
23,Private,Adm-clerical,20,<=50K,21-30,College Level
19,Private,Adm-clerical,40,<=50K,17-20,Associate
21,Private,Farming-fishing,53,<=50K,17-20,School Level
56,Private,Sales,40,<=50K,51-60,School Level
35,Private,Craft-repair,40,<=50K,31-40,School Level
37,Federal-gov,Tech-support,20,<=50K,31-40,College Level
41,Private,Sales,50,>50K,41-50,Masters
30,Private,Sales,40,<=50K,21-30,School Level
47,Private,Craft-repair,40,<=50K,41-50,College Level
55,Private,Machine-op-inspct,32,<=50K,51-60,School Level
31,Private,Adm-clerical,40,<=50K,31-40,School Level
24,Private,Exec-managerial,48,<=50K,21-30,College Level
49,Self-emp-not-inc,Craft-repair,40,<=50K,41-50,College Level
23,Private,Craft-repair,25,<=50K,21-30,School Level
50,Private,Adm-clerical,35,<=50K,41-50,School Level
38,Private,Adm-clerical,40,<=50K,31-40,College Level
20,Self-emp-not-inc,Prof-specialty,20,<=50K,17-20,College Level
49,Self-emp-not-inc,Craft-repair,50,>50K,41-50,College Level
45,Private,Other-service,50,<=50K,41-50,School Level
46,Federal-gov,Prof-specialty,50,>50K,41-50,College Level
19,Private,Other-service,30,<=50K,17-20,School Level
31,Federal-gov,Exec-managerial,40,<=50K,31-40,College Level
38,Private,Other-service,40,<=50K,31-40,School Level
56,Self-emp-not-inc,Craft-repair,50,>50K,51-60,Masters
24,Private,Exec-managerial,40,<=50K,21-30,College Level
58,Local-gov,Exec-managerial,50,<=50K,51-60,School Level
28,Private,Other-service,40,<=50K,21-30,School Level
22,Private,Other-service,40,<=50K,21-30,School Level
46,Private,Transport-moving,40,<=50K,41-50,School Level
30,Private,Farming-fishing,40,<=50K,21-30,School Level
56,Private,Adm-clerical,45,>50K,51-60,College Level
56,Private,Transport-moving,44,>50K,51-60,School Level
50,Private,Exec-managerial,40,<=50K,41-50,College Level
30,Private,Adm-clerical,40,<=50K,21-30,College Level
24,Private,Machine-op-inspct,40,<=50K,21-30,School Level
42,Federal-gov,Prof-specialty,40,<=50K,41-50,Associate
31,Self-emp-not-inc,Craft-repair,40,>50K,31-40,School Level
46,Private,Other-service,25,<=50K,41-50,School Level
31,Private,Sales,65,>50K,31-40,College Level
44,Local-gov,Prof-specialty,40,>50K,41-50,Masters
19,Private,Other-service,20,<=50K,17-20,School Level
45,Private,Exec-managerial,40,>50K,41-50,Masters
50,Self-emp-inc,Craft-repair,70,<=50K,41-50,College Level
53,Private,Other-service,40,<=50K,51-60,School Level
45,Private,Other-service,40,<=50K,41-50,College Level
21,Private,Adm-clerical,39,<=50K,17-20,School Level
37,Private,Tech-support,40,>50K,31-40,College Level
42,Federal-gov,Adm-clerical,40,<=50K,41-50,School Level
37,Self-emp-not-inc,Tech-support,30,<=50K,31-40,School Level
45,Self-emp-not-inc,Farming-fishing,60,<=50K,41-50,Associate
32,Private,Tech-support,20,<=50K,31-40,College Level
30,Private,Prof-specialty,50,<=50K,21-30,College Level
37,Private,Machine-op-inspct,56,<=50K,31-40,School Level
32,Private,Sales,40,>50K,31-40,College Level
43,Private,Prof-specialty,40,>50K,41-50,College Level
33,Private,Exec-managerial,40,<=50K,31-40,Masters
48,Private,Adm-clerical,40,<=50K,41-50,School Level
34,Private,Sales,40,<=50K,31-40,School Level
34,Local-gov,Protective-serv,50,>50K,31-40,College Level
33,Private,Farming-fishing,40,<=50K,31-40,School Level
36,Private,Exec-managerial,60,<=50K,31-40,College Level
39,Private,Exec-managerial,40,<=50K,31-40,School Level
22,Private,Sales,25,<=50K,21-30,Associate
19,Private,Farming-fishing,20,<=50K,17-20,School Level
46,Private,Transport-moving,50,<=50K,41-50,Associate
47,Private,Sales,6,<=50K,41-50,Masters
47,Self-emp-not-inc,Prof-specialty,35,>50K,41-50,Masters
52,Local-gov,Transport-moving,40,<=50K,51-60,College Level
38,Self-emp-not-inc,Craft-repair,40,<=50K,31-40,School Level
58,Private,Sales,40,>50K,51-60,School Level
32,Private,Other-service,40,<=50K,31-40,School Level
54,Self-emp-not-inc,Tech-support,10,<=50K,51-60,Associate
20,Private,Adm-clerical,25,<=50K,17-20,College Level
25,Private,Sales,48,<=50K,21-30,Associate
25,Self-emp-not-inc,Craft-repair,15,<=50K,21-30,School Level
69,Self-emp-not-inc,Tech-support,30,<=50K,61-70,School Level
28,Private,Prof-specialty,45,>50K,21-30,College Level
20,Private,Adm-clerical,20,<=50K,17-20,College Level
21,Private,Farming-fishing,40,<=50K,17-20,School Level
37,Private,Tech-support,40,>50K,31-40,College Level
21,Private,Machine-op-inspct,32,<=50K,17-20,School Level
39,Private,Other-service,40,<=50K,31-40,School Level
34,Private,Other-service,40,>50K,31-40,Associate
33,Local-gov,Craft-repair,40,<=50K,31-40,School Level
47,Private,Transport-moving,50,>50K,41-50,School Level
29,Private,Adm-clerical,40,<=50K,21-30,Associate
29,Private,Machine-op-inspct,40,<=50K,21-30,School Level
34,Private,Handlers-cleaners,40,<=50K,31-40,School Level
20,Private,Other-service,25,<=50K,17-20,College Level
41,Private,Prof-specialty,40,>50K,41-50,Masters
23,Private,Handlers-cleaners,44,<=50K,21-30,School Level
19,Private,Adm-clerical,38,<=50K,17-20,College Level
24,Private,Craft-repair,40,<=50K,21-30,College Level
32,Private,Craft-repair,40,<=50K,31-40,School Level
36,Private,Sales,60,>50K,31-40,School Level
18,Private,Machine-op-inspct,30,<=50K,17-20,School Level
27,Private,Sales,40,<=50K,21-30,School Level
26,Private,Sales,60,<=50K,21-30,College Level
52,Private,Prof-specialty,32,<=50K,51-60,Associate
